id,uuid,user_id,user_login,user_name,license,url,image_url,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
19363152,4b17827e-6a5f-4cdf-a8e1-f811af197dea,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,https://www.inaturalist.org/observations/19363152,https://inaturalist-open-data.s3.amazonaws.com/photos/29776837/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
19377002,fe6c626f-c3f5-4d62-a89b-b8f6b8f7d2b3,165078,edanko,Even Dankowicz,CC-BY,https://www.inaturalist.org/observations/19377002,https://inaturalist-open-data.s3.amazonaws.com/photos/29800450/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
19377003,ffdf69b9-1433-48a5-a218-6aef27e255b4,165078,edanko,Even Dankowicz,CC-BY,https://www.inaturalist.org/observations/19377003,https://inaturalist-open-data.s3.amazonaws.com/photos/29800452/medium.jpeg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
19377004,b12b5171-5ba0-4fb6-975a-4385197b9b19,165078,edanko,Even Dankowicz,CC-BY,https://www.inaturalist.org/observations/19377004,https://inaturalist-open-data.s3.amazonaws.com/photos/29800454/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
19377008,e553d836-bcbb-45ac-aeb4-8d74bf934951,165078,edanko,Even Dankowicz,CC-BY,https://www.inaturalist.org/observations/19377008,https://inaturalist-open-data.s3.amazonaws.com/photos/29800456/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
19468388,31982c55-cab8-44d3-a71e-50a5018cbc15,827979,douglas-u-oliveira,Douglas,CC-BY,https://www.inaturalist.org/observations/19468388,https://inaturalist-open-data.s3.amazonaws.com/photos/29953287/medium.jpeg,Joaninha-sem-pintas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
19910121,6e70ff13-c080-4cd4-a11b-e158d08c8106,858800,mirmeleon,"",CC-BY-SA,https://www.inaturalist.org/observations/19910121,https://inaturalist-open-data.s3.amazonaws.com/photos/30708315/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
19998426,f8a69e47-7344-44fc-909d-fe608fe879b6,1229930,inclandj,Diego Inclan,CC-BY,https://www.inaturalist.org/observations/19998426,https://inaturalist-open-data.s3.amazonaws.com/photos/30866174/medium.jpeg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
19998442,07c5b782-3c14-423b-b1b4-014916af509c,1229930,inclandj,Diego Inclan,CC-BY,https://www.inaturalist.org/observations/19998442,https://inaturalist-open-data.s3.amazonaws.com/photos/30866529/medium.jpeg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
19998447,907a814a-ded0-4ce9-bf78-19174e92ff5d,1229930,inclandj,Diego Inclan,CC-BY,https://www.inaturalist.org/observations/19998447,https://inaturalist-open-data.s3.amazonaws.com/photos/30866613/medium.jpeg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
20748064,cdc9fc42-96a6-46e2-98ce-e0da6ab40cf5,920598,rich451,Rich Sommer,CC-BY,https://www.inaturalist.org/observations/20748064,https://inaturalist-open-data.s3.amazonaws.com/photos/31991740/medium.jpeg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
20768473,f3a01132-003b-4a4c-afb1-2922440be416,113093,susanblayney,Susan Blayney,CC-BY-NC,https://www.inaturalist.org/observations/20768473,https://inaturalist-open-data.s3.amazonaws.com/photos/32027096/medium.jpeg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
20817936,504f01a9-ba31-494f-aefd-3c14f7109c8f,22589,sambiology,Sam Kieschnick,CC-BY,https://www.inaturalist.org/observations/20817936,https://inaturalist-open-data.s3.amazonaws.com/photos/32109056/medium.jpeg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
20861152,6d7b27a3-2fbe-43e5-b0b3-a0458eda9b1a,1192420,kimberlysnow,Kimberly,CC-BY,https://www.inaturalist.org/observations/20861152,https://inaturalist-open-data.s3.amazonaws.com/photos/32184106/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
20909176,12433aa1-2e67-4205-8a4f-0a6f485d5f25,7580,carrieseltzer,Carrie Seltzer,CC0,https://www.inaturalist.org/observations/20909176,https://inaturalist-open-data.s3.amazonaws.com/photos/32268439/medium.jpg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
20961121,6304f303-6764-4c91-b604-e55d88fc6f49,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,https://www.inaturalist.org/observations/20961121,https://inaturalist-open-data.s3.amazonaws.com/photos/32362478/medium.jpeg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
21014289,db9bfc21-59e2-4b3c-bfdc-24ebf867be91,1205836,elbeltrocco,Eduardo Luis Beltrocco,CC-BY,https://www.inaturalist.org/observations/21014289,https://inaturalist-open-data.s3.amazonaws.com/photos/32457801/medium.jpeg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
21227364,40723864-18b9-4b85-aae7-522114de8221,1454648,r-a-p,RAP,CC-BY,https://www.inaturalist.org/observations/21227364,https://inaturalist-open-data.s3.amazonaws.com/photos/32814547/medium.jpg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
21278424,c8c43d52-305d-4cdd-acc0-384637f927b9,331926,erininmd,Erin Lalime,,https://www.inaturalist.org/observations/21278424,https://inaturalist-open-data.s3.amazonaws.com/photos/32900941/medium.jpeg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
21327695,553fc7bc-b645-43d9-b417-4762ec8dadc1,1527720,jack_beetle,"",CC-BY,https://www.inaturalist.org/observations/21327695,https://inaturalist-open-data.s3.amazonaws.com/photos/32983200/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
21433037,82ab1d88-1b65-4f2f-af2d-0314cfcbacc4,682368,tentoedsloth,Sophia K,CC-BY,https://www.inaturalist.org/observations/21433037,https://inaturalist-open-data.s3.amazonaws.com/photos/33159724/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
21961280,8aa24fe1-fe74-4d73-9e80-84e3c6bad7a3,1120841,beetle_mch,Michele Jones,CC-BY,https://www.inaturalist.org/observations/21961280,https://inaturalist-open-data.s3.amazonaws.com/photos/34035504/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
21998968,8c926f39-21e9-4cd0-96ec-ba9e8be08258,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,https://www.inaturalist.org/observations/21998968,https://inaturalist-open-data.s3.amazonaws.com/photos/34098869/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
22002482,19ea7489-cb34-4109-93a2-fca929e4c8f1,173183,serpophaga,Adam J. Searcy,CC-BY,https://www.inaturalist.org/observations/22002482,https://inaturalist-open-data.s3.amazonaws.com/photos/34105013/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
22225422,784afce6-bb14-494d-a3fa-6c639ce6ed1e,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,https://www.inaturalist.org/observations/22225422,https://inaturalist-open-data.s3.amazonaws.com/photos/34415562/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
22236033,9b604f5c-3492-46a7-83f7-410b8ab090ea,320264,mrk8m,Lic. Kevin Miguel Garibaldi Fierro,CC-BY,https://www.inaturalist.org/observations/22236033,https://inaturalist-open-data.s3.amazonaws.com/photos/34432906/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
22349272,e9577427-b759-417d-930d-77152f0af0da,382941,lrubio7,Lucas Rubio,CC-BY,https://www.inaturalist.org/observations/22349272,https://inaturalist-open-data.s3.amazonaws.com/photos/34613913/medium.jpg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
22463174,65ff5566-196a-423f-9da7-50defebfbceb,1454648,r-a-p,RAP,CC-BY,https://www.inaturalist.org/observations/22463174,https://inaturalist-open-data.s3.amazonaws.com/photos/34796652/medium.jpg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
22574465,7cbe845b-82bc-4de2-afcc-aa804f14a18a,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,https://www.inaturalist.org/observations/22574465,https://inaturalist-open-data.s3.amazonaws.com/photos/34974051/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
22574498,3e02545f-53f8-49eb-9d36-a74d4abfbd5c,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,https://www.inaturalist.org/observations/22574498,https://inaturalist-open-data.s3.amazonaws.com/photos/34974611/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
22693404,513270ed-7c4d-46e8-8f1b-750b135a11fd,24973,annikaml,Annika Lindqvist,CC-BY,https://www.inaturalist.org/observations/22693404,https://inaturalist-open-data.s3.amazonaws.com/photos/35165217/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
22792150,8708228e-43c5-42ad-bd80-a6913fb4beca,920598,rich451,Rich Sommer,CC-BY,https://www.inaturalist.org/observations/22792150,https://inaturalist-open-data.s3.amazonaws.com/photos/35322481/medium.jpg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
23185567,4db3bba0-f8fe-4907-ba23-85b5cfd9c253,1454648,r-a-p,RAP,CC-BY,https://www.inaturalist.org/observations/23185567,https://inaturalist-open-data.s3.amazonaws.com/photos/35931167/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
23243082,2a49c171-3db0-4969-b2ff-c012eb91ef1e,622823,leafxeater,Carly Slawson,CC-BY,https://www.inaturalist.org/observations/23243082,https://inaturalist-open-data.s3.amazonaws.com/photos/36015527/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
23250499,9bebf129-b2e6-43ea-82ed-c2c4bca23ad3,147874,lmarino,"",CC-BY,https://www.inaturalist.org/observations/23250499,https://inaturalist-open-data.s3.amazonaws.com/photos/36026905/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
23251488,c24266ef-c442-43af-a22f-916cc1b82293,1120841,beetle_mch,Michele Jones,CC-BY,https://www.inaturalist.org/observations/23251488,https://inaturalist-open-data.s3.amazonaws.com/photos/36028483/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
23458495,7ecbc929-c78e-432e-a49a-53e4dbceedbd,622823,leafxeater,Carly Slawson,CC-BY,https://www.inaturalist.org/observations/23458495,https://inaturalist-open-data.s3.amazonaws.com/photos/36326473/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
23541626,89c29bfb-98b8-4a5b-b9ec-51885d955368,1429489,cinthiaperalta,Cinthia Peralta Glez,CC-BY,https://www.inaturalist.org/observations/23541626,https://inaturalist-open-data.s3.amazonaws.com/photos/36452186/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
23550081,25eb33be-dcf5-4fc5-8552-9864d8c953d4,828443,cmacarl,Carl Carranza,CC-BY,https://www.inaturalist.org/observations/23550081,https://inaturalist-open-data.s3.amazonaws.com/photos/36464197/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
23552786,2c08e160-1ad7-409d-bf64-565c2bd860d2,828443,cmacarl,Carl Carranza,CC-BY,https://www.inaturalist.org/observations/23552786,https://inaturalist-open-data.s3.amazonaws.com/photos/36468655/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
23651862,11daf1d0-47af-45d0-9d8c-c72c98e77a49,246499,sulavanderplank,Sula Vanderplank,CC-BY,https://www.inaturalist.org/observations/23651862,https://inaturalist-open-data.s3.amazonaws.com/photos/36611232/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
23683950,76093e45-5a38-4b9f-abf3-630dbfd0ed78,83410,th92105,Tom and T Herman,CC-BY,https://www.inaturalist.org/observations/23683950,https://inaturalist-open-data.s3.amazonaws.com/photos/36655399/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
23718993,dda6f167-5985-472f-8b9d-b1c88c56684e,1263262,sessilefielder,Eric Johnson,CC-BY,https://www.inaturalist.org/observations/23718993,https://inaturalist-open-data.s3.amazonaws.com/photos/36705071/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
23726815,c77dc724-239a-4ca9-82a1-06e04a3b1098,915765,magcl,Malena Lorente,CC-BY,https://www.inaturalist.org/observations/23726815,https://inaturalist-open-data.s3.amazonaws.com/photos/36717306/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
23806599,2be2bd48-2fe2-4462-832b-37eadd7ecead,399726,aacocucci,"",CC-BY,https://www.inaturalist.org/observations/23806599,https://inaturalist-open-data.s3.amazonaws.com/photos/36827448/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
23997293,09514c8f-ec47-4fee-8255-df458eb68f4d,363007,eridanxharahi,Eridan Xharahi,CC-BY,https://www.inaturalist.org/observations/23997293,https://inaturalist-open-data.s3.amazonaws.com/photos/37116446/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
24002625,bc9e973c-80c1-4e12-9209-7dbe0c27d95b,363007,eridanxharahi,Eridan Xharahi,CC-BY,https://www.inaturalist.org/observations/24002625,https://inaturalist-open-data.s3.amazonaws.com/photos/37125047/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
24034218,145fb9eb-ad59-4d5a-8774-8daa80a324b4,1113930,wes25,Wes Copas,CC-BY,https://www.inaturalist.org/observations/24034218,https://inaturalist-open-data.s3.amazonaws.com/photos/37171193/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
24231462,cfe32284-fc33-445b-97b3-c19bd549684b,451214,honeymushroom,Morgan Hay,CC0,https://www.inaturalist.org/observations/24231462,https://inaturalist-open-data.s3.amazonaws.com/photos/37470698/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
24245723,889f0ae5-f2a2-495f-b92a-49149bb95064,23873,biolily,Liliana Ramírez-Freire,CC-BY,https://www.inaturalist.org/observations/24245723,https://inaturalist-open-data.s3.amazonaws.com/photos/37491917/medium.jpg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
24291301,de74c8d5-7ce6-4670-8517-3bafebabc7cd,22589,sambiology,Sam Kieschnick,CC-BY,https://www.inaturalist.org/observations/24291301,https://inaturalist-open-data.s3.amazonaws.com/photos/37562355/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
24303044,2b2b936f-0614-4cc7-9f17-f278a8054da1,23873,biolily,Liliana Ramírez-Freire,CC-BY,https://www.inaturalist.org/observations/24303044,https://inaturalist-open-data.s3.amazonaws.com/photos/37580390/medium.jpg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
24309939,132f4411-b543-4eee-93f3-534f858ae105,23873,biolily,Liliana Ramírez-Freire,CC-BY,https://www.inaturalist.org/observations/24309939,https://inaturalist-open-data.s3.amazonaws.com/photos/37589340/medium.jpg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
24853328,029ed2ab-0737-439a-b752-337725e5eb25,1454648,r-a-p,RAP,CC-BY,https://www.inaturalist.org/observations/24853328,https://inaturalist-open-data.s3.amazonaws.com/photos/38440009/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
25211271,b6be279a-9825-4fa2-9f31-c3d1e9f50eef,1096536,dvanoverbeke,Dustin VanOverbeke,CC-BY,https://www.inaturalist.org/observations/25211271,https://inaturalist-open-data.s3.amazonaws.com/photos/39027415/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
25416816,d7d9f2bf-9968-4646-94d1-3dbdccf44882,302506,techgrl18,Sandra H Statner,CC-BY,https://www.inaturalist.org/observations/25416816,https://inaturalist-open-data.s3.amazonaws.com/photos/39361372/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
25487575,cf54f3ac-8f73-4053-bcf8-2135944e55d5,22589,sambiology,Sam Kieschnick,CC-BY,https://www.inaturalist.org/observations/25487575,https://inaturalist-open-data.s3.amazonaws.com/photos/39482879/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
25536941,05f61c14-14a7-46a2-b1c0-7e218d0bf27a,1113207,redrovertracy,"",CC-BY,https://www.inaturalist.org/observations/25536941,https://inaturalist-open-data.s3.amazonaws.com/photos/39567490/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
25656988,5564bade-9347-4b59-a21d-582b99ca961d,462,barbarab,Barbara Banfield,CC-BY,https://www.inaturalist.org/observations/25656988,https://inaturalist-open-data.s3.amazonaws.com/photos/39765066/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
25774197,e695a00f-c17e-4856-9fca-e3322b7a4066,604948,aispinsects,Arturo Santos,CC-BY,https://www.inaturalist.org/observations/25774197,https://inaturalist-open-data.s3.amazonaws.com/photos/39955385/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
26138629,5bf4a2fb-ac53-4271-b3fe-65c42fd897e2,1120841,beetle_mch,Michele Jones,CC-BY,https://www.inaturalist.org/observations/26138629,https://inaturalist-open-data.s3.amazonaws.com/photos/40558472/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
26212013,7d6a3131-4387-4b77-ab6c-051de19a5692,1113207,redrovertracy,"",CC-BY,https://www.inaturalist.org/observations/26212013,https://inaturalist-open-data.s3.amazonaws.com/photos/40681603/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
26779624,2095c019-53ce-4819-b1f2-cbe540d177df,3090,zabbey,Zack Abbey,CC-BY,https://www.inaturalist.org/observations/26779624,https://inaturalist-open-data.s3.amazonaws.com/photos/41602708/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
26834414,50da5d41-7875-45fa-802a-58a33dc05feb,1454648,r-a-p,RAP,CC-BY,https://www.inaturalist.org/observations/26834414,https://inaturalist-open-data.s3.amazonaws.com/photos/41691739/medium.jpg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
26881526,26ada1fc-4f62-40ac-af2f-571987bc7b85,827979,douglas-u-oliveira,Douglas,CC-BY,https://www.inaturalist.org/observations/26881526,https://inaturalist-open-data.s3.amazonaws.com/photos/41768012/medium.jpeg,Joaninha-sem-pintas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
26911364,afc304e6-74fb-43ed-b4f2-f67c62df0f89,12049,gaudettelaura,Laura Gaudette,CC-BY,https://www.inaturalist.org/observations/26911364,https://inaturalist-open-data.s3.amazonaws.com/photos/41817087/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
26973655,075eceef-9e32-430d-ac7e-8488bd42910c,1429489,cinthiaperalta,Cinthia Peralta Glez,CC-BY,https://www.inaturalist.org/observations/26973655,https://inaturalist-open-data.s3.amazonaws.com/photos/41920594/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
27850699,0dc46118-c36e-4c57-a3ea-22ad119556f0,83410,th92105,Tom and T Herman,CC-BY,https://www.inaturalist.org/observations/27850699,https://inaturalist-open-data.s3.amazonaws.com/photos/43375784/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
27872989,47aefed1-9dee-4a1f-9591-6611847bf77a,12049,gaudettelaura,Laura Gaudette,CC-BY,https://www.inaturalist.org/observations/27872989,https://inaturalist-open-data.s3.amazonaws.com/photos/43410338/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
28346302,0190558d-3a8e-46f7-b394-94df954a3398,1113207,redrovertracy,"",CC-BY,https://www.inaturalist.org/observations/28346302,https://inaturalist-open-data.s3.amazonaws.com/photos/44181864/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
28407355,f68def5b-a9ec-4425-bbe6-d86ea1c0d1ff,917390,ameeds,Andrew Meeds,CC-BY,https://www.inaturalist.org/observations/28407355,https://inaturalist-open-data.s3.amazonaws.com/photos/44280340/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
28535391,0863b60f-bc2d-4f70-ae13-2b01e54bdedd,967448,arctic_mongoose,Richard Stovall,CC-BY,https://www.inaturalist.org/observations/28535391,https://inaturalist-open-data.s3.amazonaws.com/photos/44489395/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
28535421,b7896fb8-72f7-4127-b61f-73c2e852c75d,967448,arctic_mongoose,Richard Stovall,CC-BY,https://www.inaturalist.org/observations/28535421,https://inaturalist-open-data.s3.amazonaws.com/photos/44489439/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
28642904,47a1dbd7-fada-4415-84dc-e0b91600e30c,920598,rich451,Rich Sommer,CC-BY,https://www.inaturalist.org/observations/28642904,https://inaturalist-open-data.s3.amazonaws.com/photos/44663804/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
28830917,a70ffc66-498c-4dae-af9a-4d65b5b10e85,24973,annikaml,Annika Lindqvist,CC-BY,https://www.inaturalist.org/observations/28830917,https://inaturalist-open-data.s3.amazonaws.com/photos/44967808/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
28849660,34d18e41-810a-45d6-99e9-8f141166e792,1032462,steven-cyclist,Steven Bodzin,CC-BY,https://www.inaturalist.org/observations/28849660,https://inaturalist-open-data.s3.amazonaws.com/photos/44998792/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
28952378,b8441545-60a1-4a47-8af3-4bc9c89523b1,12049,gaudettelaura,Laura Gaudette,CC-BY,https://www.inaturalist.org/observations/28952378,https://inaturalist-open-data.s3.amazonaws.com/photos/45159198/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
29036114,f6587db7-675b-4bb4-ae96-00049b64c54b,967448,arctic_mongoose,Richard Stovall,CC-BY,https://www.inaturalist.org/observations/29036114,https://inaturalist-open-data.s3.amazonaws.com/photos/45298178/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
29239153,a70dc1ec-5b6a-4e75-b475-54c800b50896,21626,francisco3_,Francisco Farriols Sarabia,CC-BY,https://www.inaturalist.org/observations/29239153,https://inaturalist-open-data.s3.amazonaws.com/photos/45623011/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
29408440,5db70abd-dc25-4c7a-9b66-7de9fbe3e778,1454648,r-a-p,RAP,CC-BY,https://www.inaturalist.org/observations/29408440,https://inaturalist-open-data.s3.amazonaws.com/photos/45895992/medium.jpg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
29414187,46f584d9-68a4-48bd-8769-6a5d5549ca58,18314,jenniferarrow7,Jennifer Arrow,CC-BY,https://www.inaturalist.org/observations/29414187,https://inaturalist-open-data.s3.amazonaws.com/photos/45905384/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
29494599,3b22c89b-3f60-416a-b20f-c12dadf8f396,1120841,beetle_mch,Michele Jones,CC-BY,https://www.inaturalist.org/observations/29494599,https://inaturalist-open-data.s3.amazonaws.com/photos/46035325/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
29885621,5375748b-38e1-4b57-8f36-bf722f9c93c0,1429489,cinthiaperalta,Cinthia Peralta Glez,CC-BY,https://www.inaturalist.org/observations/29885621,https://inaturalist-open-data.s3.amazonaws.com/photos/46665462/medium.jpeg,Catarina sin manchas,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
29932338,4fea482d-9a0f-40a5-9b2a-a3d724feeb2b,18314,jenniferarrow7,Jennifer Arrow,CC-BY,https://www.inaturalist.org/observations/29932338,https://inaturalist-open-data.s3.amazonaws.com/photos/46740069/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
30122233,a6c890d8-2469-4559-832e-0014b5af91d0,363007,eridanxharahi,Eridan Xharahi,CC-BY,https://www.inaturalist.org/observations/30122233,https://inaturalist-open-data.s3.amazonaws.com/photos/47040348/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
30264245,b63c3196-c929-43ec-91b4-34954f06d9ce,682368,tentoedsloth,Sophia K,CC-BY,https://www.inaturalist.org/observations/30264245,https://inaturalist-open-data.s3.amazonaws.com/photos/47271627/medium.jpg,Cycloneda sanguinea,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
30341731,8681a46b-a23a-4d8e-a476-d04ea6eb7130,1120841,beetle_mch,Michele Jones,CC-BY,https://www.inaturalist.org/observations/30341731,https://inaturalist-open-data.s3.amazonaws.com/photos/47398403/medium.jpeg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
30400313,1b92a555-f69d-47b7-8782-05be1f226853,83410,th92105,Tom and T Herman,CC-BY,https://www.inaturalist.org/observations/30400313,https://inaturalist-open-data.s3.amazonaws.com/photos/47496181/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
30400692,12143afd-9fc0-4ff4-b8bf-d02114b472f3,340222,rynaturalist,Ryan Donnelly,CC-BY,https://www.inaturalist.org/observations/30400692,https://inaturalist-open-data.s3.amazonaws.com/photos/47496686/medium.jpg,Spotless Lady Beetle,Cycloneda sanguinea,Spotless Lady Beetle,Insecta,124431
